Word,Subject,voice,Condition,RT
parting,612,us,Silence,940
parting,631,us,Noise,1290
parting,633,us,Music,1337
parting,625,us,Silence,1287
parting,611,us,Noise,1405
parting,615,us,Silence,955
parting,635,us,Noise,1011
parting,604,us,Noise,1307
parting,619,us,Silence,885
parting,617,us,Music,778
party,602,us,Silence,1049
party,637,us,Music,921
party,624,us,Silence,1028
party,616,us,Music,819
party,633,us,Noise,1283
party,636,us,Noise,1000
party,635,us,Silence,1637
party,607,us,Noise,1057
party,627,us,Noise,795
party,620,us,Music,918
party,611,us,Noise,933
party,631,us,Silence,1699
party,623,us,Silence,804
party,614,us,Noise,1124
party,612,us,Music,756
party,622,us,Noise,1063
party,630,us,Music,962
passing,624,us,Music,759
passing,625,us,Noise,1046
passing,615,us,Music,758
passing,623,us,Music,956
passing,629,us,Noise,663
passing,631,us,Music,1117
passing,637,us,Noise,788
passing,619,us,Noise,818
passing,622,us,Noise,861
passing,610,us,Noise,780
passing,626,us,Music,1004
passing,627,us,Noise,967
passing,633,us,Silence,799
passing,632,us,Music,866
perfect,617,us,Silence,669
perfect,613,us,Music,877
perfect,637,us,Silence,614
perfect,616,us,Silence,879
perfect,633,us,Noise,1223
perfect,628,us,Silence,764
perfect,634,us,Music,684
perfect,601,us,Silence,711
perfect,635,us,Music,834
perfect,603,us,Silence,861
perfect,615,us,Music,766
perfect,612,us,Noise,887
perfect,629,us,Music,764
perfect,619,us,Silence,784
perfect,625,us,Silence,937
perfect,610,us,Silence,816
perfect,611,us,Music,734
perfect,607,us,Noise,1201
perfect,614,us,Noise,1047
perfect,620,us,Music,725
person,613,us,Silence,966
person,617,us,Silence,891
person,611,us,Silence,652
person,622,us,Silence,777
person,606,us,Silence,1479
person,627,us,Noise,793
person,615,us,Noise,1000
person,636,us,Music,885
person,608,us,Noise,881
person,631,us,Noise,828
person,628,us,Silence,630
person,626,us,Silence,733
person,623,us,Noise,856
person,621,us,Noise,736
person,630,us,Music,731
person,612,us,Silence,724
phoning,637,us,Noise,947
phoning,634,us,Silence,1014
phoning,631,us,Music,1063
phoning,622,us,Silence,837
phoning,613,us,Music,1026
phoning,617,us,Silence,814
phoning,633,us,Music,1314
phoning,616,us,Noise,1091
phoning,614,us,Noise,1332
phoning,610,us,Music,771
phoning,612,us,Noise,1130
phoning,632,us,Music,898
phoning,604,us,Noise,1147
phoning,603,us,Noise,1823
phoning,608,us,Music,1235
phoning,624,us,Silence,1175
phoning,619,us,Noise,1019
phoning,630,us,Music,731
phoning,602,us,Music,820
phoning,629,us,Silence,1382
planting,633,us,Noise,1366
planting,608,us,Music,760
planting,618,us,Silence,978
planting,620,us,Music,900
planting,619,us,Noise,682
planting,613,us,Silence,887
planting,601,us,Music,790
planting,629,us,Music,680
planting,632,us,Noise,863
planting,624,us,Music,837
planting,630,us,Silence,712
planting,622,us,Music,685
planting,625,us,Noise,1547
planting,631,us,Silence,1323
planting,606,us,Silence,966
poaching,607,us,Silence,842
poaching,618,us,Noise,832
poaching,608,us,Music,758
poaching,616,us,Music,786
poaching,629,us,Silence,727
poaching,617,us,Noise,863
poaching,601,us,Silence,866
poaching,637,us,Music,857
poaching,613,us,Silence,930
poaching,612,us,Noise,1073
poaching,631,us,Silence,1221
poaching,606,us,Silence,774
poaching,619,us,Music,822
poaching,621,us,Noise,914
poaching,609,us,Noise,1043
poaching,604,us,Music,820
poaching,614,us,Music,962
poky,608,us,Silence,977
poky,635,us,Noise,1736
poky,613,us,Silence,945
poky,633,us,Music,1199
poky,618,us,Silence,1884
poky,627,us,Noise,1258
poky,631,us,Silence,1123
poky,628,us,Silence,819
poky,612,us,Silence,1307
poky,610,us,Music,906
poky,629,us,Noise,1553
poky,615,us,Noise,1177
poky,626,us,Music,741
poky,636,us,Music,849
poky,604,us,Silence,650
porpoise,611,us,Noise,1173
porpoise,624,us,Noise,890
porpoise,619,us,Silence,946
porpoise,613,us,Silence,944
porpoise,618,us,Noise,1665
porpoise,630,us,Music,906
porpoise,632,us,Music,997
porpoise,604,us,Silence,747
porpoise,608,us,Noise,1513
porpoise,603,us,Music,1041
portal,619,us,Noise,1076
portal,629,us,Noise,880
portal,613,us,Silence,901
portal,616,us,Noise,1590
portal,614,us,Silence,1052
portal,624,us,Music,979
portal,604,us,Noise,968
portal,606,us,Noise,1012
portal,623,us,Silence,924
portal,610,us,Silence,906
portal,630,us,Noise,885
portal,615,us,Noise,1443
portal,601,us,Silence,973
portal,635,us,Music,1088
portal,633,us,Silence,922
portal,634,us,Music,858
portrait,624,us,Noise,1055
portrait,612,us,Noise,1492
portrait,601,us,Silence,1025
portrait,633,us,Silence,1123
portrait,617,us,Noise,997
portrait,616,us,Noise,986
portrait,629,us,Noise,965
portrait,602,us,Noise,1284
portrait,608,us,Silence,782
portrait,622,us,Silence,1018
portrait,626,us,Noise,969
portrait,620,us,Silence,1445
posted,625,us,Silence,829
posted,615,us,Silence,977
posted,618,us,Silence,1007
posted,604,us,Music,679
posted,603,us,Noise,1083
posted,620,us,Silence,910
posted,611,us,Noise,812
posted,608,us,Silence,833
posted,631,us,Music,976
posted,619,us,Noise,698
posted,601,us,Music,973
posted,623,us,Noise,861
posted,624,us,Music,841
posted,602,us,Music,943
posted,628,us,Music,726
posted,632,us,Music,839
posted,606,us,Noise,1143
prancing,602,us,Music,1021
prancing,632,us,Silence,953
prancing,629,us,Music,840
prancing,626,us,Music,944
prancing,620,us,Silence,826
prancing,616,us,Noise,1047
prancing,617,us,Noise,1754
prancing,611,us,Music,820
prancing,628,us,Music,790
prancing,614,us,Silence,848
prancing,621,us,Noise,1015
prancing,615,us,Noise,1001
prancing,619,us,Music,685
prancing,625,us,Noise,1202
prancing,627,us,Silence,841
prodded,602,us,Noise,1339
prodded,627,us,Noise,1509
prodded,629,us,Silence,903
prodded,620,us,Music,901
prodded,613,us,Silence,1113
prodded,612,us,Music,1149
prodded,635,us,Music,1187
prodded,608,us,Music,1005
prodded,607,us,Silence,803
prodded,614,us,Silence,1126
prodded,625,us,Silence,1423
prodded,631,us,Silence,936
prodded,616,us,Noise,1199
prodded,619,us,Noise,902
profit,620,us,Music,780
profit,614,us,Music,888
profit,631,us,Noise,1095
profit,626,us,Music,930
profit,619,us,Silence,830
profit,607,us,Silence,1079
profit,633,us,Noise,1477
profit,613,us,Noise,794
profit,636,us,Music,838
profit,615,us,Music,896
profit,612,us,Silence,1025
profit,611,us,Music,806
profit,616,us,Silence,896
profit,603,us,Music,963
profit,635,us,Silence,945
profit,621,us,Music,802
profit,609,us,Silence,826
profit,622,us,Music,962
quarry,603,us,Noise,1575
quarry,637,us,Noise,1048
quarry,622,us,Music,1207
quarry,615,us,Music,1042
quarry,619,us,Music,868
quarry,623,us,Silence,990
quarry,628,us,Noise,1110
quarry,601,us,Music,982
quarry,610,us,Noise,957
quarry,634,us,Noise,1051
quarry,602,us,Noise,1150
quarry,618,us,Noise,1119
quarry,631,us,Silence,1094
quarry,624,us,Silence,1133
quarry,636,us,Noise,1220
quarry,632,us,Noise,1352
rafting,608,us,Noise,996
rafting,607,us,Noise,772
rafting,622,us,Silence,849
rafting,610,us,Noise,877
rafting,628,us,Noise,724
rafting,637,us,Music,704
rafting,635,us,Silence,1093
rafting,611,us,Music,763
rafting,620,us,Noise,802
rafting,634,us,Noise,1135
rafting,625,us,Music,934
rafting,616,us,Silence,805
rafting,615,us,Noise,1043
roading,625,us,Silence,1034
roading,631,us,Noise,1874
roading,635,us,Silence,1090
roading,607,us,Music,1277
roading,624,us,Silence,1046
roses,609,us,Silence,854
roses,611,us,Silence,832
roses,629,us,Silence,862
roses,610,us,Noise,704
roses,614,us,Music,958
roses,616,us,Music,974
roses,627,us,Noise,804
roses,604,us,Music,1055
roses,628,us,Noise,660
roses,630,us,Silence,936
roses,636,us,Silence,843
roses,608,us,Music,809
roses,618,us,Music,980
roses,622,us,Silence,994
roses,615,us,Music,913
roses,637,us,Silence,809
roses,634,us,Silence,930
rotten,619,us,Music,916
rotten,611,us,Noise,904
rotten,621,us,Music,758
rotten,606,us,Silence,932
rotten,629,us,Silence,865
rotten,633,us,Silence,925
rotten,622,us,Music,961
rotten,623,us,Noise,847
rotten,609,us,Silence,831
rotten,601,us,Music,915
rotten,604,us,Music,596
rotten,608,us,Noise,892
rotten,615,us,Noise,935
rotten,612,us,Noise,1143
rotten,634,us,Noise,1330
rotten,617,us,Silence,805
rotten,616,us,Silence,1049
rotten,618,us,Noise,937
sample,616,us,Silence,1007
sample,626,us,Music,1020
sample,606,us,Music,930
sample,603,us,Silence,954
sample,620,us,Music,795
sample,601,us,Noise,921
sample,612,us,Noise,896
sample,618,us,Silence,1015
sample,630,us,Music,696
sample,622,us,Noise,1506
sample,609,us,Music,862
sample,604,us,Silence,905
sample,613,us,Music,942
sample,621,us,Silence,1117
sample,629,us,Noise,1117
sample,633,us,Noise,937
sample,632,us,Noise,1186
sausage,623,us,Silence,1048
sausage,601,us,Silence,1033
sausage,631,us,Silence,998
sausage,619,us,Silence,884
sausage,618,us,Music,1134
sausage,606,us,Noise,1178
sausage,636,us,Silence,1141
sausage,609,us,Silence,1013
sausage,633,us,Noise,1120
sausage,637,us,Music,891
sausage,607,us,Noise,1274
sausage,621,us,Noise,943
sausage,622,us,Music,1101
sausage,626,us,Silence,917
sausage,617,us,Silence,775
sausage,602,us,Music,1061
sausage,627,us,Silence,1062
sausage,628,us,Noise,867
shafting,625,us,Silence,932
shafting,601,us,Silence,784
shafting,629,us,Silence,784
shafting,618,us,Silence,1373
shafting,612,us,Silence,2088
shafting,608,us,Noise,890
shafting,603,us,Silence,1165
shafting,624,us,Noise,970
shafting,632,us,Silence,1023
shafting,613,us,Music,890
shafting,628,us,Music,843
shafting,636,us,Music,1209
shafting,606,us,Silence,973
shafting,607,us,Noise,1598
shafting,627,us,Music,1158
sharpen,633,us,Noise,1435
sharpen,631,us,Music,1169
sharpen,616,us,Music,811
sharpen,626,us,Silence,926
sharpen,621,us,Silence,1183
sharpen,637,us,Music,862
sharpen,608,us,Noise,825
sharpen,636,us,Noise,1122
sharpen,602,us,Silence,1102
sharpen,629,us,Noise,803
sharpen,607,us,Noise,970
sharpen,609,us,Music,845
sharpen,634,us,Silence,930
sharpen,620,us,Silence,826
sharpen,615,us,Silence,911
sharpen,604,us,Music,819
sharpen,627,us,Silence,1253
sharpest,624,us,Music,1496
sharpest,603,us,Noise,1215
sharpest,626,us,Silence,976
sharpest,636,us,Noise,1068
sharpest,619,us,Music,1023
sharpest,611,us,Music,627
sharpest,633,us,Music,982
sharpest,629,us,Silence,808
sharpest,617,us,Music,1016
sharpest,627,us,Noise,1188
sharpest,620,us,Silence,979
sharpest,618,us,Silence,1130
shorten,628,us,Silence,709
shorten,625,us,Silence,1160
shorten,626,us,Silence,881
shorten,615,us,Music,1005
shorten,631,us,Noise,1032
shorten,621,us,Music,803
shorten,604,us,Silence,839
shorten,609,us,Music,704
shorten,607,us,Music,1100
shorten,610,us,Music,894
shorten,616,us,Silence,1153
shorten,601,us,Noise,934
shorten,633,us,Music,1030
shorten,618,us,Music,963
shorten,630,us,Silence,908
shorten,603,us,Silence,893
shorten,611,us,Noise,756
shorten,608,us,Music,1164
slanted,617,us,Noise,1056
slanted,634,us,Music,979
slanted,618,us,Music,1010
slanted,627,us,Music,1177
slanted,635,us,Music,1070
slanted,607,us,Silence,1386
slanted,625,us,Music,1038
slanted,610,us,Silence,1145
slanted,621,us,Music,1161
slanted,620,us,Silence,1007
slanted,628,us,Silence,990
slanted,624,us,Noise,905
slanted,612,us,Silence,1172
slanted,606,us,Noise,1861
slanted,619,us,Silence,910
slotting,624,us,Silence,1250
slotting,629,us,Noise,1201
slotting,616,us,Silence,1102
slotting,622,us,Silence,1031
slotting,608,us,Silence,1130
slotting,626,us,Music,1452
slotting,613,us,Silence,1006
slotting,618,us,Noise,1369
slotting,625,us,Music,1098
smoky,615,us,Music,969
smoky,608,us,Music,932
smoky,630,us,Noise,1386
smoky,620,us,Music,1305
smoky,616,us,Silence,1308
smoky,626,us,Music,1166
smoky,604,us,Silence,808
smoky,618,us,Music,1264
smoky,609,us,Noise,935
smoky,602,us,Noise,976
smoky,610,us,Noise,918
smoky,628,us,Silence,773
smoky,629,us,Music,756
smoky,635,us,Silence,1116
smoky,617,us,Music,1066
smoky,621,us,Silence,920
smoky,619,us,Silence,843
soaking,601,us,Silence,850
soaking,610,us,Silence,870
soaking,612,us,Music,1071
soaking,631,us,Music,940
soaking,625,us,Noise,992
soaking,626,us,Noise,971
soaking,637,us,Music,744
soaking,617,us,Noise,873
soaking,629,us,Silence,879
soaking,634,us,Music,874
soaking,628,us,Music,772
soaking,611,us,Noise,1068
soaking,606,us,Music,906
soaking,608,us,Music,892
soaking,609,us,Noise,1053
soapy,618,us,Music,932
soapy,604,us,Silence,881
soapy,628,us,Silence,861
soapy,630,us,Silence,976
soapy,601,us,Music,887
soapy,611,us,Silence,936
soapy,625,us,Music,1119
soapy,634,us,Noise,1098
soapy,624,us,Noise,923
soapy,617,us,Music,859
soapy,627,us,Silence,1068
soapy,610,us,Noise,1158
soapy,631,us,Music,1235
soapy,613,us,Noise,1089
soapy,626,us,Noise,1232
soapy,609,us,Silence,1087
soapy,606,us,Noise,1185
soapy,602,us,Silence,1199
soften,634,us,Silence,977
soften,624,us,Noise,1039
soften,617,us,Music,889
soften,614,us,Music,1029
soften,623,us,Silence,881
soften,636,us,Noise,843
soften,629,us,Music,865
soften,627,us,Silence,1281
soften,633,us,Silence,1059
soften,603,us,Music,1477
soften,631,us,Silence,1362
sorrow,626,us,Noise,1145
sorrow,621,us,Silence,1320
sorrow,618,us,Noise,1006
sorrow,629,us,Music,1094
sorrow,632,us,Noise,1159
sorrow,604,us,Music,869
sorrow,603,us,Music,1360
sorrow,602,us,Music,1160
sorrow,637,us,Noise,1117
sorrow,622,us,Music,1364
sorrow,636,us,Silence,1172
sorrow,613,us,Silence,1235
sorrow,630,us,Music,931
sorrow,631,us,Silence,875
sorrow,625,us,Silence,1140
sorrow,623,us,Noise,1526
sorrow,634,us,Silence,1044
sorry,632,us,Silence,944
sorry,629,us,Silence,1077
sorry,618,us,Noise,897
sorry,627,us,Music,809
sorry,617,us,Noise,863
sorry,603,us,Noise,1024
sorry,615,us,Noise,953
sorry,628,us,Music,819
sorry,625,us,Music,1053
sorry,636,us,Music,1195
sorry,611,us,Music,970
sorry,609,us,Silence,893
spoken,620,us,Silence,744
spoken,603,us,Silence,1005
spoken,626,us,Music,906
spoken,613,us,Silence,857
spoken,612,us,Noise,1072
spoken,622,us,Music,914
spoken,601,us,Music,892
spoken,632,us,Music,712
spoken,614,us,Silence,931
spoken,627,us,Noise,1211
spoken,616,us,Music,911
spoken,602,us,Silence,918
spoken,606,us,Noise,1431
spoken,637,us,Noise,733
spoken,618,us,Silence,890
spoken,608,us,Silence,978
spoken,610,us,Music,767
spoken,629,us,Music,738
spoken,624,us,Music,959
sporty,634,us,Music,986
sporty,624,us,Noise,1088
sporty,625,us,Music,1232
sporty,611,us,Silence,1021
sporty,601,us,Music,869
sporty,632,us,Music,990
sporty,615,us,Silence,1178
sporty,636,us,Silence,1080
sporty,629,us,Noise,698
sporty,620,us,Noise,911
sporty,628,us,Noise,910
sporty,602,us,Silence,1020
sporty,623,us,Music,1089
sporty,621,us,Silence,1213
sporty,613,us,Noise,836
sporty,626,us,Noise,1086
sporty,616,us,Silence,907
sporty,630,us,Silence,825
sporty,635,us,Music,1155
sporty,609,us,Silence,1017
squabble,615,us,Silence,1242
squabble,619,us,Music,799
squabble,606,us,Music,1375
squabble,633,us,Music,991
squabble,613,us,Music,977
squabble,626,us,Silence,1266
squabble,621,us,Silence,1131
squabble,630,us,Noise,1007
squabble,618,us,Noise,1135
squabble,623,us,Silence,1045
squabble,627,us,Silence,1545
squabble,620,us,Silence,846
squabble,617,us,Noise,972
squabble,614,us,Silence,1006
squabble,608,us,Music,1110
squabble,607,us,Music,1602
squabble,624,us,Silence,1309
staffing,606,us,Noise,1087
staffing,630,us,Noise,982
staffing,635,us,Music,1021
staffing,619,us,Silence,1160
staffing,626,us,Noise,1406
staffing,634,us,Noise,1331
staffing,608,us,Music,906
staffing,618,us,Silence,1231
staffing,612,us,Music,1585
staffing,637,us,Music,929
staffing,607,us,Silence,1440
staffing,610,us,Music,1149
staffing,621,us,Music,1295
stances,611,us,Noise,1228
stances,617,us,Silence,1155
stances,627,us,Silence,1257
stances,636,us,Noise,1398
stances,632,us,Music,1645
stances,608,us,Noise,988
stances,619,us,Silence,1153
stances,631,us,Noise,1261
stances,602,us,Music,1152
starving,616,us,Music,1280
starving,607,us,Music,1096
starving,613,us,Music,1279
starving,629,us,Music,945
starving,631,us,Silence,1093
starving,633,us,Music,970
starving,635,us,Silence,1164
starving,634,us,Silence,817
starving,637,us,Silence,755
starving,617,us,Music,971
starving,602,us,Music,962
starving,608,us,Silence,903
starving,632,us,Noise,950
starving,611,us,Music,802
starving,622,us,Silence,1063
starving,623,us,Music,1039
starving,610,us,Noise,817
starving,619,us,Music,942
starving,609,us,Noise,863
starving,615,us,Noise,988
stopping,637,us,Music,903
stopping,615,us,Silence,1139
stopping,631,us,Noise,953
stopping,629,us,Silence,885
stopping,607,us,Silence,1444
stopping,624,us,Silence,888
stopping,620,us,Music,975
stopping,617,us,Noise,922
stopping,635,us,Music,1207
stopping,634,us,Noise,898
stopping,608,us,Music,834
stopping,610,us,Noise,933
stopping,604,us,Noise,847
stopping,611,us,Music,850
stopping,623,us,Noise,1073
stopping,612,us,Noise,836
stopping,622,us,Noise,987
stopping,609,us,Music,917
stopping,636,us,Music,1041
stopping,602,us,Noise,976
stopping,632,us,Silence,1017
stronger,606,us,Noise,1056
stronger,611,us,Noise,783
stronger,616,us,Silence,987
stronger,623,us,Noise,993
stronger,626,us,Silence,1020
stronger,622,us,Music,772
stronger,624,us,Noise,935
stronger,603,us,Noise,1157
stronger,633,us,Music,1007
stronger,619,us,Noise,971
stronger,620,us,Noise,927
stronger,612,us,Music,860
stronger,637,us,Music,798
stronger,627,us,Music,778
stronger,602,us,Silence,1042
stronger,610,us,Silence,994
stronger,631,us,Noise,915
stronger,618,us,Silence,1071
stronger,608,us,Music,877
stronger,617,us,Noise,923
stronger,604,us,Music,752
stronger,615,us,Silence,941
stronger,625,us,Noise,940
thirty,617,us,Silence,901
thirty,616,us,Music,890
thirty,629,us,Silence,761
thirty,633,us,Music,943
thirty,614,us,Noise,1031
thirty,611,us,Silence,748
thirty,622,us,Noise,1000
thirty,603,us,Silence,1157
thirty,619,us,Silence,980
thirty,620,us,Noise,1087
thirty,618,us,Silence,1176
thirty,606,us,Noise,1515
thirty,621,us,Silence,1198
thirty,636,us,Noise,1652
thorny,602,us,Noise,1098
thorny,606,us,Silence,1286
thorny,601,us,Silence,904
thorny,610,us,Noise,1012
thorny,613,us,Music,998
thorny,611,us,Music,1013
thorny,615,us,Silence,1055
thorny,628,us,Music,792
thorny,626,us,Music,975
token,628,us,Silence,770
token,610,us,Noise,780
token,619,us,Noise,933
token,611,us,Noise,767
token,606,us,Silence,790
token,608,us,Noise,811
token,604,us,Music,924
token,625,us,Music,938
token,616,us,Music,1260
token,609,us,Music,738
token,615,us,Music,917
token,636,us,Music,1254
token,620,us,Noise,1231
token,601,us,Noise,1088
token,637,us,Silence,770
token,627,us,Music,786
token,633,us,Silence,1090
token,617,us,Noise,976
token,621,us,Music,908
token,614,us,Noise,992
trophy,619,us,Music,995
trophy,613,us,Silence,1595
trophy,602,us,Noise,1096
trophy,623,us,Silence,913
trophy,615,us,Noise,957
trophy,635,us,Music,916
trophy,617,us,Music,811
trophy,607,us,Noise,803
trophy,614,us,Music,893
trophy,632,us,Music,865
trophy,628,us,Music,710
trophy,612,us,Silence,1219
trophy,609,us,Music,715
trophy,611,us,Music,839
trophy,620,us,Music,901
trophy,630,us,Music,765
trophy,634,us,Noise,889
trophy,618,us,Music,956
trophy,626,us,Music,892
waffle,626,us,Silence,1055
waffle,609,us,Music,839
waffle,610,us,Silence,892
waffle,612,us,Silence,860
waffle,602,us,Silence,948
waffle,636,us,Music,987
waffle,615,us,Silence,1030
waffle,611,us,Noise,800
warden,615,us,Music,1000
warden,623,us,Noise,1134
warden,629,us,Music,1080
warden,614,us,Music,1117
warden,625,us,Noise,1459
warden,606,us,Music,1003
warden,626,us,Music,976
warden,622,us,Noise,1016
warden,627,us,Noise,1400
warden,610,us,Noise,1113
warden,604,us,Music,991
warden,603,us,Noise,1510
warden,633,us,Music,1093
warden,621,us,Silence,1206
warning,607,us,Silence,1170
warning,630,us,Music,936
warning,611,us,Music,1099
warning,610,us,Music,845
warning,627,us,Music,961
warning,619,us,Music,1288
warning,602,us,Silence,1042
warning,633,us,Noise,1408
warning,603,us,Noise,1091
warning,612,us,Silence,901
warning,621,us,Silence,861
warning,637,us,Silence,730
warning,632,us,Noise,732
warning,625,us,Music,985
warning,620,us,Noise,822
warning,634,us,Music,918
warning,604,us,Silence,888
warning,635,us,Silence,1002
warning,631,us,Noise,806
warning,606,us,Noise,1284
warning,623,us,Silence,1374
warning,609,us,Silence,1056
warning,617,us,Noise,844
warning,629,us,Music,817
warning,614,us,Music,908
washing,629,us,Music,751
washing,621,us,Noise,755
washing,611,us,Music,731
washing,635,us,Noise,927
washing,622,us,Music,864
washing,620,us,Silence,835
washing,623,us,Silence,1053
washing,606,us,Silence,816
washing,631,us,Silence,881
washing,636,us,Silence,734
washing,603,us,Silence,890
washing,627,us,Silence,757
washing,610,us,Noise,931
washing,617,us,Music,811
washing,626,us,Music,877
washing,604,us,Silence,662
washing,608,us,Silence,724
washing,614,us,Silence,801
woken,632,us,Silence,762
woken,623,us,Music,805
woken,608,us,Silence,808
woken,630,us,Music,751
woken,610,us,Noise,805
woken,625,us,Silence,838
woken,633,us,Music,971
woken,616,us,Silence,920
woken,618,us,Music,978
woken,606,us,Music,985
woken,601,us,Music,1005
woken,635,us,Music,1097
woken,611,us,Silence,744
woken,621,us,Silence,1438
woken,617,us,Noise,777
woken,631,us,Silence,755
woken,603,us,Music,1097
worsen,606,us,Silence,2041
worsen,622,us,Noise,899
worsen,613,us,Noise,1738
worsen,637,us,Noise,762
worsen,618,us,Silence,1448
worsen,608,us,Music,673
worsen,621,us,Silence,1043
worsen,619,us,Noise,760
worsen,632,us,Noise,918
worsen,611,us,Silence,1454
worsen,602,us,Noise,1105
worsen,604,us,Noise,976
worsen,607,us,Noise,1179
worsen,635,us,Music,867
worsen,617,us,Silence,992
worsen,625,us,Silence,929
worsen,630,us,Music,776
woven,601,us,Silence,701
woven,606,us,Noise,1419
woven,614,us,Noise,780
woven,620,us,Noise,952
woven,602,us,Music,1002
woven,608,us,Silence,708
woven,624,us,Music,763
woven,632,us,Music,876
woven,634,us,Music,824
woven,622,us,Silence,828
woven,610,us,Silence,770
woven,627,us,Noise,856
woven,618,us,Noise,1011
woven,635,us,Music,957
woven,604,us,Silence,852
woven,615,us,Silence,852
woven,623,us,Noise,1053
woven,629,us,Noise,1003
yearning,620,us,Noise,1031
yearning,630,us,Music,868
yearning,614,us,Silence,1578
yearning,636,us,Silence,851
yearning,623,us,Silence,1313
yearning,619,us,Music,930
yearning,612,us,Noise,2018
yearning,607,us,Music,2139
yearning,613,us,Music,849
yearning,618,us,Silence,1657
yearning,617,us,Music,1226
yearning,634,us,Noise,882
yearning,616,us,Music,1326
yearning,601,us,Music,929
yearning,628,us,Music,940
