Word,Subject,voice,Condition,RT
arming,620,nz,Noise,945
arming,607,nz,Music,1973
arming,614,nz,Noise,1461
arming,633,nz,Noise,1086
arming,631,nz,Noise,795
arming,627,nz,Noise,1106
arming,606,nz,Silence,1288
arming,617,nz,Music,556
arming,636,nz,Silence,1488
arming,613,nz,Noise,885
arming,623,nz,Music,1013
arming,604,nz,Noise,920
arming,637,nz,Noise,866
arming,630,nz,Silence,939
arty,610,nz,Music,999
arty,622,nz,Silence,909
arty,629,nz,Music,840
arty,625,nz,Silence,1236
arty,613,nz,Silence,838
arty,614,nz,Music,1059
arty,633,nz,Music,960
arty,608,nz,Music,1376
arty,632,nz,Noise,1203
arty,619,nz,Music,875
arty,601,nz,Noise,979
arty,631,nz,Noise,887
arty,609,nz,Noise,921
arty,626,nz,Noise,936
arty,612,nz,Noise,1232
arty,624,nz,Silence,935
arty,637,nz,Silence,975
arty,636,nz,Music,646
arty,628,nz,Music,726
arty,627,nz,Silence,979
arty,615,nz,Silence,1076
arty,603,nz,Music,1217
asking,630,nz,Silence,498
asking,615,nz,Noise,1011
asking,608,nz,Noise,939
asking,628,nz,Music,662
asking,629,nz,Music,881
asking,625,nz,Noise,839
asking,631,nz,Music,806
asking,613,nz,Noise,838
asking,611,nz,Noise,870
asking,604,nz,Noise,818
asking,634,nz,Music,790
asking,622,nz,Music,1824
asking,606,nz,Silence,788
asking,621,nz,Noise,834
asking,624,nz,Noise,947
basket,628,nz,Noise,759
basket,611,nz,Music,960
basket,617,nz,Silence,860
basket,622,nz,Music,979
basket,636,nz,Silence,1317
basket,613,nz,Music,1001
basket,602,nz,Music,927
basket,630,nz,Noise,868
basket,626,nz,Silence,734
basket,607,nz,Music,744
basket,627,nz,Silence,1490
basket,608,nz,Noise,837
basket,609,nz,Silence,1028
basket,625,nz,Music,1147
basket,601,nz,Music,896
basket,606,nz,Silence,756
basket,632,nz,Noise,880
basket,603,nz,Noise,890
basket,620,nz,Music,878
blasting,636,nz,Noise,1331
blasting,631,nz,Noise,1008
blasting,609,nz,Silence,989
blasting,620,nz,Silence,986
blasting,634,nz,Music,618
blasting,623,nz,Music,1039
blasting,602,nz,Noise,1160
blasting,604,nz,Noise,816
blasting,632,nz,Noise,1075
blasting,611,nz,Silence,822
blasting,616,nz,Silence,1037
blasting,629,nz,Silence,861
bloated,615,nz,Silence,1078
bloated,634,nz,Silence,934
bloated,635,nz,Noise,1100
bloated,632,nz,Music,918
bloated,621,nz,Silence,888
bloated,631,nz,Noise,755
bloated,603,nz,Noise,1047
bloated,601,nz,Noise,998
bloated,611,nz,Silence,899
bloated,623,nz,Music,781
bloated,604,nz,Noise,732
bloated,626,nz,Silence,1052
bloated,636,nz,Noise,890
boating,612,nz,Silence,867
boating,632,nz,Music,1674
boating,604,nz,Noise,660
boating,624,nz,Silence,1043
boating,631,nz,Silence,818
boating,620,nz,Music,971
boating,636,nz,Music,797
boating,611,nz,Music,752
boating,607,nz,Music,1472
boating,601,nz,Music,832
boating,634,nz,Noise,997
boating,625,nz,Music,1559
boating,633,nz,Noise,1278
boating,619,nz,Music,1013
boating,617,nz,Music,760
boxes,617,nz,Silence,809
boxes,607,nz,Noise,2315
boxes,610,nz,Silence,952
boxes,628,nz,Noise,811
boxes,629,nz,Music,864
boxes,619,nz,Music,818
boxes,626,nz,Noise,840
boxes,632,nz,Noise,1035
boxes,601,nz,Noise,829
boxes,636,nz,Silence,785
boxes,625,nz,Noise,1079
boxes,634,nz,Silence,1333
boxes,637,nz,Silence,943
boxes,606,nz,Silence,1641
boxes,609,nz,Noise,910
branches,621,nz,Noise,1891
branches,634,nz,Music,721
branches,637,nz,Music,968
branches,623,nz,Silence,1334
branches,615,nz,Silence,896
branches,631,nz,Silence,884
branches,606,nz,Noise,1538
branches,618,nz,Noise,1115
branches,629,nz,Silence,712
branches,622,nz,Noise,1262
branches,619,nz,Noise,1026
branches,633,nz,Silence,990
branches,604,nz,Noise,700
branches,635,nz,Music,921
branches,628,nz,Silence,689
branches,624,nz,Music,924
broken,631,nz,Silence,713
broken,616,nz,Music,737
broken,619,nz,Silence,691
broken,604,nz,Silence,733
broken,611,nz,Music,678
broken,620,nz,Noise,626
broken,610,nz,Silence,864
broken,626,nz,Noise,826
broken,612,nz,Music,1085
broken,625,nz,Noise,928
broken,637,nz,Silence,756
broken,624,nz,Silence,850
broken,602,nz,Noise,874
broken,636,nz,Silence,747
broken,617,nz,Music,604
broken,632,nz,Music,746
brothel,602,nz,Noise,924
brothel,609,nz,Silence,965
brothel,625,nz,Silence,997
brothel,616,nz,Noise,1080
brothel,606,nz,Silence,1134
brothel,610,nz,Noise,948
brothel,630,nz,Noise,922
brothel,628,nz,Silence,716
brothel,620,nz,Noise,1314
brothel,636,nz,Music,934
brothel,604,nz,Music,765
brothel,607,nz,Noise,1146
brothel,617,nz,Music,649
brothel,622,nz,Silence,1089
brothel,631,nz,Music,854
brothel,601,nz,Music,1043
brothel,603,nz,Silence,849
brothel,633,nz,Noise,960
burden,627,nz,Music,962
burden,614,nz,Music,1602
burden,616,nz,Noise,934
burden,619,nz,Noise,910
burden,631,nz,Silence,718
burden,632,nz,Silence,790
burden,629,nz,Silence,866
burden,606,nz,Silence,942
burden,618,nz,Noise,920
burden,615,nz,Music,1418
burden,621,nz,Music,880
burden,635,nz,Noise,899
burden,611,nz,Music,812
burden,617,nz,Noise,929
burden,610,nz,Silence,864
burning,632,nz,Music,890
burning,623,nz,Music,1002
burning,613,nz,Music,850
burning,622,nz,Music,1058
burning,616,nz,Noise,872
burning,604,nz,Silence,958
burning,615,nz,Music,845
burning,620,nz,Silence,963
burning,612,nz,Silence,847
burning,619,nz,Music,962
burning,607,nz,Silence,900
burning,629,nz,Noise,749
burning,609,nz,Silence,743
burning,634,nz,Noise,660
burning,611,nz,Silence,687
carving,620,nz,Music,831
carving,633,nz,Music,931
carving,628,nz,Silence,746
carving,630,nz,Silence,822
carving,636,nz,Noise,996
carving,616,nz,Music,959
carving,624,nz,Silence,868
carving,626,nz,Noise,884
carving,615,nz,Noise,1300
carving,611,nz,Silence,1221
carving,621,nz,Silence,730
carving,609,nz,Noise,835
carving,606,nz,Music,1529
carving,634,nz,Noise,822
carving,617,nz,Noise,748
carving,613,nz,Silence,772
carving,631,nz,Silence,860
carving,608,nz,Silence,861
carving,604,nz,Silence,860
carving,627,nz,Music,940
carving,629,nz,Noise,685
casket,633,nz,Silence,932
casket,622,nz,Silence,1038
casket,615,nz,Noise,1243
casket,620,nz,Silence,1059
casket,624,nz,Noise,921
casket,608,nz,Music,968
casket,625,nz,Silence,1171
casket,623,nz,Silence,1065
casket,606,nz,Noise,1060
casket,610,nz,Noise,947
casket,607,nz,Silence,991
casket,627,nz,Noise,1238
casket,621,nz,Noise,945
casket,611,nz,Music,981
casket,619,nz,Silence,829
casket,631,nz,Silence,1088
casket,629,nz,Silence,908
casket,603,nz,Noise,943
casting,618,nz,Music,974
casting,621,nz,Music,1224
casting,632,nz,Music,977
casting,619,nz,Music,891
casting,606,nz,Silence,902
casting,613,nz,Music,1093
casting,616,nz,Music,1020
casting,617,nz,Noise,758
casting,624,nz,Music,906
casting,615,nz,Silence,1173
casting,625,nz,Music,988
casting,633,nz,Noise,947
casting,630,nz,Silence,918
casting,627,nz,Music,1100
casting,637,nz,Silence,864
casting,629,nz,Music,977
certain,609,nz,Noise,958
certain,615,nz,Silence,1220
certain,630,nz,Noise,977
certain,636,nz,Silence,1172
certain,616,nz,Silence,1167
certain,631,nz,Silence,871
certain,632,nz,Noise,985
certain,614,nz,Silence,1405
certain,626,nz,Silence,1091
certain,607,nz,Music,1172
certain,610,nz,Music,889
chanting,631,nz,Silence,1022
chanting,618,nz,Silence,1221
chanting,604,nz,Music,1013
chanting,625,nz,Music,1048
chanting,635,nz,Silence,1115
chanting,627,nz,Silence,1156
chanting,610,nz,Music,732
chanting,606,nz,Silence,1503
chanting,628,nz,Music,793
chanting,602,nz,Silence,936
chanting,619,nz,Noise,961
chanting,632,nz,Noise,913
chanting,630,nz,Silence,601
chanting,614,nz,Noise,1271
chanting,617,nz,Noise,834
chanting,637,nz,Noise,840
chanting,633,nz,Silence,1133
chanting,622,nz,Silence,1023
chanting,620,nz,Silence,849
chanting,611,nz,Noise,983
charming,602,nz,Silence,1013
charming,609,nz,Noise,653
charming,629,nz,Noise,762
charming,618,nz,Noise,1053
charming,610,nz,Silence,736
charming,625,nz,Noise,857
charming,627,nz,Silence,874
charming,611,nz,Music,767
charming,606,nz,Silence,971
charming,603,nz,Silence,897
charming,601,nz,Music,766
charming,622,nz,Noise,717
charming,626,nz,Silence,1047
clasping,620,nz,Music,1256
clasping,617,nz,Music,850
clasping,628,nz,Silence,957
clasping,616,nz,Music,850
clasping,607,nz,Noise,1441
clasping,618,nz,Silence,1045
clasping,636,nz,Noise,1004
clasping,624,nz,Noise,865
clasping,614,nz,Music,1188
clasping,626,nz,Silence,1437
clasping,613,nz,Silence,1244
clasping,622,nz,Noise,1820
clasping,625,nz,Music,1282
clasping,608,nz,Silence,1553
classes,623,nz,Silence,959
classes,622,nz,Silence,1199
classes,613,nz,Silence,1058
classes,631,nz,Noise,909
classes,636,nz,Noise,1363
classes,619,nz,Silence,980
classes,612,nz,Music,1082
classes,634,nz,Noise,1151
classes,607,nz,Music,1276
classes,608,nz,Music,887
classes,609,nz,Silence,1020
classes,626,nz,Music,991
classes,635,nz,Music,1186
classes,624,nz,Silence,919
classes,627,nz,Music,895
classes,602,nz,Music,980
classes,633,nz,Noise,1003
classes,615,nz,Noise,1256
clothing,620,nz,Noise,853
clothing,619,nz,Music,784
clothing,621,nz,Silence,1078
clothing,634,nz,Noise,644
clothing,628,nz,Silence,771
clothing,635,nz,Noise,874
clothing,601,nz,Music,766
clothing,606,nz,Music,942
clothing,629,nz,Music,649
clothing,633,nz,Music,889
clothing,631,nz,Noise,960
clothing,617,nz,Music,895
clothing,616,nz,Music,1096
clothing,612,nz,Noise,983
clothing,630,nz,Noise,749
clothing,615,nz,Music,955
clothing,602,nz,Music,919
clothing,613,nz,Music,950
clothing,609,nz,Music,846
clothing,622,nz,Noise,941
clotted,617,nz,Noise,841
clotted,613,nz,Noise,1009
clotted,610,nz,Noise,838
clotted,618,nz,Silence,1077
clotted,608,nz,Music,836
clotted,601,nz,Silence,949
clotted,630,nz,Silence,768
clotted,636,nz,Noise,1166
clotted,612,nz,Silence,1976
clotted,621,nz,Silence,943
clotted,623,nz,Music,918
clotted,615,nz,Music,896
clotted,626,nz,Silence,991
clotted,603,nz,Noise,1075
clotted,628,nz,Music,793
clotted,634,nz,Music,983
clotted,631,nz,Music,800
coffee,614,nz,Music,879
coffee,630,nz,Music,691
coffee,636,nz,Noise,833
coffee,616,nz,Noise,816
coffee,612,nz,Silence,666
coffee,635,nz,Noise,1050
coffee,610,nz,Music,703
coffee,619,nz,Music,781
coffee,629,nz,Noise,660
coffee,620,nz,Noise,842
coffee,621,nz,Silence,707
coffee,618,nz,Music,1650
coffee,622,nz,Silence,1205
coffin,623,nz,Noise,899
coffin,629,nz,Noise,681
coffin,602,nz,Noise,940
coffin,625,nz,Silence,1404
coffin,615,nz,Silence,905
coffin,614,nz,Music,993
coffin,622,nz,Noise,1059
coffin,624,nz,Music,683
coffin,616,nz,Silence,849
coffin,617,nz,Silence,779
coffin,606,nz,Noise,1011
coffin,627,nz,Silence,711
coffin,607,nz,Music,1066
coffin,613,nz,Noise,904
coffin,621,nz,Music,806
coffin,618,nz,Silence,899
coping,606,nz,Music,1364
coping,602,nz,Music,1052
coping,626,nz,Silence,985
coping,619,nz,Music,848
coping,630,nz,Noise,866
coping,603,nz,Silence,857
coping,634,nz,Noise,1027
coping,632,nz,Music,962
coping,625,nz,Silence,964
coping,628,nz,Silence,722
coping,637,nz,Music,927
coping,612,nz,Music,912
coping,621,nz,Noise,887
coping,610,nz,Music,1063
coping,623,nz,Noise,839
coping,627,nz,Noise,903
coping,636,nz,Music,848
coping,633,nz,Music,979
coping,608,nz,Silence,900
cornet,612,nz,Music,1721
cornet,628,nz,Silence,654
cornet,629,nz,Noise,843
cornet,631,nz,Music,748
cornet,608,nz,Music,1372
cornet,636,nz,Silence,792
cornet,623,nz,Music,1296
cornet,604,nz,Noise,649
corpus,625,nz,Music,1476
corpus,629,nz,Silence,910
corpus,633,nz,Noise,1056
corpus,632,nz,Noise,1580
corpus,620,nz,Music,1003
corpus,603,nz,Noise,1008
corpus,618,nz,Noise,1876
corpus,612,nz,Music,1156
costly,609,nz,Music,972
costly,618,nz,Noise,897
costly,619,nz,Music,794
costly,625,nz,Silence,889
costly,634,nz,Music,726
costly,620,nz,Music,776
costly,624,nz,Noise,938
costly,613,nz,Silence,779
costly,611,nz,Silence,1196
costly,615,nz,Music,965
costly,622,nz,Noise,1455
costly,617,nz,Noise,1008
costly,623,nz,Noise,904
costly,630,nz,Silence,483
costly,635,nz,Silence,995
costly,632,nz,Music,872
costly,629,nz,Music,746
costly,602,nz,Silence,959
cosy,615,nz,Music,806
cosy,630,nz,Silence,728
cosy,625,nz,Music,1374
cosy,601,nz,Silence,714
cosy,634,nz,Music,846
cosy,620,nz,Noise,809
cosy,632,nz,Silence,846
cosy,617,nz,Noise,722
cosy,616,nz,Silence,865
cosy,628,nz,Music,664
cosy,624,nz,Silence,847
cosy,623,nz,Silence,898
cosy,637,nz,Noise,876
cosy,622,nz,Silence,1125
cosy,626,nz,Music,866
cosy,619,nz,Silence,813
cosy,606,nz,Noise,1571
cosy,631,nz,Silence,817
coughing,626,nz,Silence,1146
coughing,615,nz,Silence,1084
coughing,627,nz,Silence,840
coughing,619,nz,Silence,890
coughing,623,nz,Music,1043
coughing,629,nz,Noise,904
coughing,632,nz,Music,940
coughing,602,nz,Music,906
coughing,637,nz,Silence,869
coughing,612,nz,Music,1019
coughing,630,nz,Music,978
coughing,636,nz,Music,833
coughing,618,nz,Music,909
coughing,624,nz,Noise,792
coughing,604,nz,Silence,716
crafting,601,nz,Music,822
crafting,612,nz,Music,1022
crafting,604,nz,Silence,921
crafting,627,nz,Noise,763
crafting,621,nz,Music,828
crafting,615,nz,Music,783
crafting,618,nz,Music,1168
crafting,625,nz,Silence,900
crafting,603,nz,Silence,801
crafting,607,nz,Noise,837
crafting,631,nz,Silence,819
crafting,610,nz,Noise,857
crafting,626,nz,Music,1041
crafting,632,nz,Music,911
crafting,636,nz,Silence,808
crosses,633,nz,Silence,1090
crosses,608,nz,Silence,841
crosses,622,nz,Noise,1062
crosses,606,nz,Noise,1214
crosses,619,nz,Noise,950
crosses,627,nz,Music,1053
crosses,632,nz,Noise,1207
crosses,603,nz,Silence,971
crosses,601,nz,Silence,689
crosses,628,nz,Noise,1010
crosses,618,nz,Noise,1435
crosses,631,nz,Noise,1050
crosses,611,nz,Silence,967
curtain,607,nz,Music,1399
curtain,608,nz,Silence,866
curtain,623,nz,Silence,896
curtain,616,nz,Silence,742
curtain,613,nz,Music,1022
curtain,603,nz,Silence,1030
curtain,611,nz,Noise,850
curtain,612,nz,Music,876
curtain,602,nz,Noise,1070
curtain,618,nz,Noise,737
curtain,610,nz,Noise,792
curtain,627,nz,Silence,733
curtain,632,nz,Music,920
curtain,614,nz,Silence,951
curtain,601,nz,Silence,827
curtain,620,nz,Music,674
dancing,609,nz,Music,861
dancing,606,nz,Silence,745
dancing,630,nz,Silence,699
dancing,618,nz,Silence,693
dancing,629,nz,Silence,869
dancing,625,nz,Silence,856
dancing,619,nz,Silence,764
dancing,608,nz,Music,726
dancing,624,nz,Music,748
dancing,603,nz,Silence,914
dancing,612,nz,Music,852
dancing,615,nz,Music,742
dancing,635,nz,Music,797
dancing,601,nz,Silence,679
dancing,622,nz,Noise,866
dancing,607,nz,Noise,817
dancing,631,nz,Noise,919
dancing,614,nz,Silence,700
dancing,604,nz,Silence,750
dancing,610,nz,Music,692
dancing,628,nz,Music,705
dirty,625,nz,Silence,914
dirty,614,nz,Silence,894
dirty,606,nz,Noise,1311
dirty,613,nz,Silence,1201
dirty,634,nz,Silence,708
dirty,611,nz,Music,817
dirty,632,nz,Silence,736
dirty,636,nz,Noise,729
dirty,626,nz,Silence,926
dirty,608,nz,Noise,733
dirty,629,nz,Noise,819
dirty,615,nz,Noise,1152
dirty,627,nz,Silence,631
dirty,637,nz,Noise,733
dirty,610,nz,Silence,810
dirty,616,nz,Music,703
dirty,624,nz,Silence,762
dirty,628,nz,Music,709
dirty,603,nz,Noise,836
doting,624,nz,Noise,1037
doting,622,nz,Music,1028
doting,612,nz,Music,1498
doting,607,nz,Silence,1146
doting,603,nz,Noise,788
doting,634,nz,Music,902
doting,615,nz,Noise,1098
doting,636,nz,Noise,942
doting,620,nz,Noise,1101
doting,610,nz,Noise,1002
doting,604,nz,Music,1161
doting,608,nz,Music,846
doting,614,nz,Silence,814
doting,618,nz,Music,1321
doting,616,nz,Silence,1035
doting,617,nz,Silence,701
doting,631,nz,Music,1624
drafting,617,nz,Noise,957
drafting,609,nz,Music,911
drafting,630,nz,Music,683
drafting,621,nz,Silence,807
drafting,610,nz,Silence,1110
drafting,616,nz,Silence,921
drafting,601,nz,Silence,739
drafting,611,nz,Silence,1017
drafting,634,nz,Silence,724
drafting,603,nz,Silence,980
drafting,615,nz,Music,1249
drafting,622,nz,Silence,753
drafting,635,nz,Music,866
drafting,619,nz,Music,651
drafting,627,nz,Music,716
drafting,613,nz,Silence,1128
drafting,614,nz,Silence,1241
drafting,606,nz,Noise,1031
drafting,629,nz,Noise,663
drafting,626,nz,Silence,846
early,613,nz,Music,997
early,632,nz,Silence,840
early,612,nz,Silence,1140
early,608,nz,Silence,770
early,631,nz,Music,790
early,624,nz,Silence,799
early,602,nz,Noise,1085
early,618,nz,Silence,851
early,628,nz,Silence,620
early,606,nz,Silence,1066
early,609,nz,Noise,722
early,635,nz,Music,1163
early,633,nz,Silence,1260
early,604,nz,Music,798
early,607,nz,Music,873
early,625,nz,Music,973
early,626,nz,Music,974
early,619,nz,Music,774
earnest,620,nz,Noise,851
earnest,637,nz,Music,1039
earnest,619,nz,Music,909
earnest,636,nz,Music,825
earnest,610,nz,Silence,1097
earnest,623,nz,Music,1150
earnest,614,nz,Noise,1161
earnest,603,nz,Music,791
earnest,615,nz,Music,1149
earnest,606,nz,Noise,1540
earnest,634,nz,Silence,1200
earnest,607,nz,Noise,1285
earnest,604,nz,Music,790
earnest,635,nz,Noise,1084
earthly,613,nz,Music,982
earthly,610,nz,Noise,1041
earthly,635,nz,Music,896
earthly,608,nz,Music,756
earthly,628,nz,Noise,755
earthly,615,nz,Silence,876
earthly,630,nz,Noise,954
earthly,617,nz,Silence,811
earthly,629,nz,Silence,689
earthly,620,nz,Music,907
earthly,619,nz,Silence,778
earthly,621,nz,Music,1038
earthly,636,nz,Noise,1028
farming,621,nz,Silence,1086
farming,618,nz,Music,925
farming,615,nz,Silence,1242
farming,624,nz,Music,966
farming,604,nz,Music,946
farming,614,nz,Music,1045
farming,609,nz,Music,955
farming,607,nz,Noise,1312
farming,633,nz,Noise,1050
farming,610,nz,Noise,1017
farming,636,nz,Noise,1544
farming,611,nz,Silence,923
farming,616,nz,Silence,1006
farming,606,nz,Music,1664
farming,622,nz,Music,1316
fasten,624,nz,Silence,870
fasten,604,nz,Silence,757
fasten,637,nz,Noise,922
fasten,636,nz,Silence,1250
fasten,603,nz,Music,963
fasten,632,nz,Silence,901
fasten,621,nz,Noise,1168
fasten,619,nz,Noise,749
fasten,627,nz,Music,1053
fasten,607,nz,Silence,1384
fasten,602,nz,Noise,1441
fasten,622,nz,Music,1077
fasten,606,nz,Noise,1754
fasten,634,nz,Music,818
fasten,612,nz,Noise,1381
fasten,618,nz,Noise,1363
fasting,609,nz,Music,940
fasting,610,nz,Music,864
fasting,635,nz,Silence,1282
fasting,624,nz,Music,1590
fasting,602,nz,Silence,1021
fasting,636,nz,Music,954
fasting,611,nz,Noise,1096
fasting,637,nz,Silence,969
fasting,607,nz,Silence,1377
fasting,614,nz,Silence,1118
fasting,631,nz,Music,918
fasting,630,nz,Silence,768
fasting,617,nz,Silence,805
fasting,618,nz,Silence,1114
flirty,610,nz,Music,1456
flirty,626,nz,Music,826
flirty,625,nz,Music,877
flirty,632,nz,Silence,1407
flirty,622,nz,Music,1024
flirty,633,nz,Silence,1002
flirty,629,nz,Music,953
flirty,616,nz,Music,1135
flirty,604,nz,Silence,743
flirty,609,nz,Music,822
flirty,608,nz,Noise,1157
flirty,624,nz,Music,967
flirty,611,nz,Noise,914
flirty,612,nz,Music,950
flirty,618,nz,Silence,840
floating,620,nz,Noise,1080
floating,608,nz,Silence,784
floating,609,nz,Silence,881
floating,635,nz,Music,1104
floating,612,nz,Silence,1102
floating,604,nz,Noise,820
floating,636,nz,Noise,869
floating,629,nz,Music,729
floating,626,nz,Silence,1195
floating,633,nz,Silence,1221
floating,613,nz,Music,1051
floating,623,nz,Music,1028
floating,601,nz,Noise,801
floating,624,nz,Noise,856
floating,603,nz,Music,1480
floating,607,nz,Music,1018
floating,610,nz,Noise,1137
formal,629,nz,Silence,712
formal,633,nz,Music,869
formal,636,nz,Music,807
formal,614,nz,Music,868
formal,637,nz,Silence,787
formal,625,nz,Noise,976
formal,607,nz,Noise,950
formal,624,nz,Noise,805
formal,634,nz,Noise,1088
formal,618,nz,Silence,991
formal,611,nz,Music,861
formal,616,nz,Silence,771
formal,623,nz,Silence,720
formal,631,nz,Music,875
formal,617,nz,Noise,830
formal,627,nz,Noise,1405
formal,604,nz,Music,969
forty,611,nz,Silence,1450
forty,637,nz,Silence,846
forty,625,nz,Silence,1246
forty,626,nz,Silence,935
forty,618,nz,Silence,1112
forty,620,nz,Noise,1128
forty,601,nz,Silence,923
foster,637,nz,Silence,797
foster,623,nz,Music,906
foster,620,nz,Silence,851
foster,607,nz,Silence,1005
foster,624,nz,Silence,1002
foster,626,nz,Noise,1186
foster,606,nz,Music,926
foster,625,nz,Music,1033
foster,614,nz,Music,916
foster,615,nz,Music,764
foster,602,nz,Silence,1077
foster,627,nz,Silence,1048
foster,634,nz,Music,1064
foster,636,nz,Music,1021
foster,612,nz,Silence,709
frozen,626,nz,Silence,768
frozen,618,nz,Music,924
frozen,620,nz,Silence,725
frozen,613,nz,Noise,1017
frozen,614,nz,Noise,884
frozen,630,nz,Music,574
frozen,607,nz,Noise,1243
frozen,625,nz,Silence,1160
frozen,619,nz,Noise,799
frozen,612,nz,Noise,1278
frozen,611,nz,Noise,753
frozen,631,nz,Silence,783
frozen,623,nz,Silence,862
frozen,606,nz,Noise,1265
frozen,608,nz,Silence,607
frozen,632,nz,Noise,1104
frozen,604,nz,Silence,1104
frozen,616,nz,Noise,813
frozen,634,nz,Music,659
frozen,629,nz,Silence,771
frozen,602,nz,Music,892
garden,608,nz,Music,853
garden,615,nz,Silence,863
garden,604,nz,Noise,845
garden,617,nz,Silence,693
garden,619,nz,Noise,890
garden,603,nz,Silence,777
garden,611,nz,Music,765
garden,635,nz,Noise,953
garden,616,nz,Music,1218
garden,631,nz,Silence,902
garden,618,nz,Noise,1059
garden,633,nz,Noise,974
garden,601,nz,Music,833
garden,622,nz,Music,908
garden,612,nz,Noise,1036
garden,626,nz,Music,1127
garden,637,nz,Music,706
garden,620,nz,Noise,714
garden,634,nz,Silence,685
garnet,610,nz,Music,1052
garnet,624,nz,Noise,950
garnet,618,nz,Noise,895
garnet,629,nz,Music,804
garnet,637,nz,Music,1053
garnet,619,nz,Music,628
garnet,628,nz,Music,735
garnet,604,nz,Music,687
garnet,626,nz,Music,985
garnet,607,nz,Noise,1707
garnet,627,nz,Music,1356
garnet,632,nz,Music,966
garnet,608,nz,Music,1461
garnet,617,nz,Silence,833
garnet,603,nz,Silence,1160
garnet,633,nz,Noise,871
gasping,618,nz,Music,865
gasping,627,nz,Music,994
gasping,607,nz,Music,948
gasping,636,nz,Silence,1130
gasping,621,nz,Noise,1769
gasping,631,nz,Music,1101
gasping,613,nz,Music,1007
gasping,615,nz,Music,1004
gasping,602,nz,Noise,881
gasping,619,nz,Music,876
gasping,616,nz,Silence,939
gasping,614,nz,Silence,1312
gasping,637,nz,Music,832
gasping,603,nz,Silence,795
gasping,612,nz,Music,1052
gasping,633,nz,Silence,1063
gasping,601,nz,Music,1000
gasping,622,nz,Noise,1224
gasping,608,nz,Noise,858
gasping,609,nz,Music,818
gasping,610,nz,Noise,952
gasping,635,nz,Noise,878
glasses,610,nz,Noise,756
glasses,621,nz,Silence,1135
glasses,628,nz,Noise,731
glasses,629,nz,Music,810
glasses,612,nz,Silence,1316
glasses,634,nz,Silence,938
glasses,632,nz,Music,993
glasses,602,nz,Noise,848
glasses,620,nz,Silence,917
glasses,611,nz,Noise,869
glasses,635,nz,Music,1141
glasses,615,nz,Music,1144
glasses,637,nz,Music,1002
glasses,617,nz,Noise,778
glasses,608,nz,Silence,711
glasses,633,nz,Music,949
glasses,601,nz,Music,773
glasses,607,nz,Silence,917
gotten,607,nz,Silence,879
gotten,633,nz,Music,970
gotten,609,nz,Silence,768
gotten,617,nz,Music,1151
gotten,606,nz,Silence,1085
gotten,603,nz,Silence,875
gotten,613,nz,Noise,1134
gotten,601,nz,Silence,779
gotten,629,nz,Silence,718
gotten,623,nz,Noise,848
gotten,631,nz,Music,1059
gotten,625,nz,Music,909
gotten,632,nz,Silence,871
gotten,608,nz,Music,1541
gotten,627,nz,Noise,984
gotten,628,nz,Music,694
granted,615,nz,Silence,821
granted,609,nz,Music,925
granted,613,nz,Music,1059
granted,634,nz,Noise,785
granted,617,nz,Noise,862
granted,608,nz,Silence,698
granted,606,nz,Silence,865
granted,611,nz,Noise,828
granted,607,nz,Silence,901
granted,632,nz,Noise,872
granted,636,nz,Music,1199
granted,623,nz,Noise,826
granted,637,nz,Music,647
granted,631,nz,Noise,1051
granted,635,nz,Noise,829
granted,602,nz,Music,971
granted,610,nz,Noise,905
granted,622,nz,Music,788
granted,618,nz,Silence,858
granted,627,nz,Noise,947
grasping,624,nz,Noise,829
grasping,608,nz,Silence,806
grasping,620,nz,Music,1029
grasping,614,nz,Silence,895
grasping,617,nz,Noise,687
grasping,616,nz,Noise,840
grasping,618,nz,Silence,973
grasping,602,nz,Noise,1146
grasping,611,nz,Silence,1351
grasping,613,nz,Silence,969
grasping,601,nz,Music,911
grasping,635,nz,Silence,1272
grasping,628,nz,Music,949
grasping,612,nz,Silence,971
harden,636,nz,Noise,860
harden,603,nz,Noise,931
harden,623,nz,Noise,1125
harden,621,nz,Music,1014
harden,629,nz,Music,998
harden,602,nz,Music,905
harden,609,nz,Silence,1143
harden,607,nz,Silence,1035
harden,628,nz,Noise,840
harden,634,nz,Music,810
harden,635,nz,Noise,1037
harden,613,nz,Silence,941
harden,617,nz,Music,1042
harden,618,nz,Noise,816
harden,625,nz,Noise,922
harden,606,nz,Silence,1023
harden,604,nz,Music,1196
harden,614,nz,Music,1181
harden,637,nz,Silence,739
harden,626,nz,Music,915
harden,630,nz,Noise,1024
harden,622,nz,Silence,1106
harden,619,nz,Music,841
harden,610,nz,Music,1344
harden,620,nz,Silence,1014
harming,618,nz,Music,992
harming,611,nz,Noise,1019
harming,628,nz,Noise,761
harming,616,nz,Silence,1133
harming,620,nz,Noise,1097
harming,601,nz,Noise,923
harming,622,nz,Silence,985
harming,607,nz,Silence,1048
harming,603,nz,Noise,1003
harming,635,nz,Music,1495
harming,631,nz,Silence,1105
harming,606,nz,Noise,2119
harming,623,nz,Music,993
harming,608,nz,Silence,1033
harming,630,nz,Noise,893
harming,615,nz,Music,1379
harpist,617,nz,Noise,1701
harpist,613,nz,Noise,1187
harpist,615,nz,Noise,1199
harpist,612,nz,Silence,1897
harpist,631,nz,Music,1008
harpist,608,nz,Noise,943
harpist,611,nz,Noise,1886
